x_nd,t_nd,rho_nd,u_nd,mask
0.0,0.2821369,0.33898306,0.006255536,1
0.0,0.28380635,0.33898306,0.002424712,1
0.0,0.2854758,0.33898306,0.0,1
0.0,0.28714523,0.33898306,0.0,1
0.0,0.2888147,0.33898306,0.0,1
0.0,0.29048413,0.33898306,0.0,1
0.0,0.2921536,0.33898306,0.0,1
0.0,0.29382303,0.33898306,0.0,1
0.0,0.2954925,0.33898306,0.0,1
0.0,0.29716194,0.33898306,0.0,1
0.0,0.29883137,0.33898306,0.0,1
0.0,0.30050084,0.33898306,0.0,1
0.0,0.30217028,0.3559322,0.0026572188,1
0.0,0.30383974,0.5084746,0.0018600532,1
0.0,0.30550918,0.5084746,0.0,1
0.0,0.30717862,0.5084746,0.0,1
0.0,0.30884808,0.5084746,0.0,1
0.0,0.31051752,0.5084746,0.0,1
0.0,0.312187,0.5084746,0.0016164747,1
0.0,0.31385642,0.5084746,0.002206968,1
0.0,0.3155259,0.5084746,0.004384411,1
0.0,0.31719533,0.5084746,0.0044951285,1
0.0,0.31886476,0.5084746,0.0,1
0.0,0.32053423,0.5084746,0.002487452,1
0.0,0.32220367,0.5084746,0.0020593447,1
0.0,0.32387313,0.5084746,0.0021110126,1
0.0,0.32554257,0.5084746,0.00095217006,1
0.0,0.327212,0.5084746,0.0015869502,1
0.0,0.32888147,0.5084746,0.0033879539,1
0.0,0.3305509,0.5084746,0.0060008857,1
0.0,0.33222038,0.5084746,0.006886625,1
0.0,0.3338898,0.5084746,0.012297018,1
0.0,0.33555928,0.42372882,0.039911427,1
0.0,0.33722872,0.33898306,0.023427812,1
0.0,0.33889815,0.33898306,0.30484942,1
0.0,0.34056762,0.2881356,0.35989684,1
0.0,0.34223706,0.16949153,0.2328388,1
0.0,0.34390652,0.16949153,0.23959257,1
0.0,0.34557596,0.16949153,0.29654562,1
0.0,0.3472454,0.20338982,0.44441983,1
0.0,0.34891486,0.16949153,0.3724535,1
0.0,0.3505843,0.16949153,0.4183348,1
0.0,0.35225376,0.20338982,0.44993725,1
0.0,0.3539232,0.2542373,0.4743283,1
0.0,0.35559267,0.16949153,0.4872232,1
0.0,0.3572621,0.45762712,0.40333137,1
0.0,0.35893154,0.3559322,0.45335105,1
0.0,0.360601,0.33898306,0.5728189,1
0.0,0.36227044,0.06779661,0.70416296,1
0.0,0.3639399,0.13559322,0.72459036,1
0.0,0.36560935,0.16949153,0.7150797,1
0.0,0.36727878,0.16949153,0.7194863,1
0.0,0.36894825,0.084745765,0.7944198,1
0.0,0.3706177,0.10169491,0.9623561,1
0.0,0.37228715,0.2542373,0.87332445,1
0.0,0.3739566,0.33898306,0.8647365,1
0.0,0.37562606,0.22033899,0.9229407,1
0.0,0.3772955,0.0,0.0,0
0.0,0.37896493,0.16949153,0.9636847,1
0.0,0.3806344,0.27118644,0.8997315,1
0.0,0.38230383,0.2542373,0.8680986,1
0.0,0.3839733,0.3220339,0.72559553,1
0.0,0.38564274,0.18644068,0.7070416,1
0.0,0.38731217,0.16949153,0.705248,1
0.0,0.38898164,0.16949153,0.6697963,1
0.0,0.39065108,0.18644068,0.7868991,1
0.0,0.39232054,0.16949153,0.7048937,1
0.0,0.39398998,0.18644068,0.7383646,1
0.0,0.39565945,0.2542373,0.7441246,1
0.0,0.39732888,0.13559322,0.75,1
0.0,0.39899832,0.16949153,0.6640611,1
0.0,0.4006678,0.16949153,0.40852526,1
0.0,0.40233722,0.16949153,0.27059343,1
0.0,0.4040067,0.16949153,0.18494242,1
0.0,0.40567613,0.16949153,0.0084145265,1
0.0,0.40734556,0.16949153,0.0,1
0.0,0.40901503,0.16949153,0.0,1
0.0,0.41068447,0.33898306,0.18799824,1
0.0,0.41235393,0.33898306,0.15652126,1
0.0,0.41402337,0.33898306,0.100974314,1
0.0,0.41569284,0.33898306,0.05855846,1
0.0,0.41736227,0.33898306,0.038673606,1
0.0,0.4190317,0.44067797,0.07653982,1
0.0,0.42070118,0.33898306,0.04970106,1
0.0,0.4223706,0.33898306,0.042803366,1
0.0,0.42404008,0.33898306,0.0644597,1
0.0,0.42570952,0.47457626,0.07988264,1
0.0,0.42737895,0.5084746,0.07465309,1
0.0,0.42904842,0.5084746,0.08585031,1
0.0,0.43071786,0.5084746,0.09661204,1
0.0,0.43238732,0.5084746,0.095696785,1
0.0,0.43405676,0.5084746,0.09940212,1
0.0,0.4357262,0.5084746,0.071678475,1
0.0,0.43739566,0.5084746,0.054849423,1
0.0,0.4390651,0.5084746,0.04160762,1
0.0,0.44073457,0.5084746,0.03007824,1
0.0,0.442404,0.5084746,0.018002657,1
0.0,0.44407347,0.5084746,0.0159876,1
0.0,0.4457429,0.5084746,0.018999115,1
0.0,0.44741234,0.5084746,0.02189991,1
0.0,0.4490818,0.5084746,0.030188957,1
0.0,0.45075125,0.5084746,0.0,1
0.0,0.4524207,0.5084746,0.0,1
0.0,0.45409015,0.5084746,0.0,1
0.0,0.45575958,0.5084746,0.0018748154,1
0.0,0.45742905,0.5084746,0.007418069,1
0.0,0.4590985,0.5084746,0.0020593447,1
0.0,0.46076795,0.5084746,0.0006495424,1
0.0,0.4624374,0.5084746,0.0,1
0.0,0.46410686,0.5084746,0.0,1
0.0,0.4657763,0.5084746,0.0,1
0.0,0.46744573,0.5084746,0.0,1
0.0,0.4691152,0.5084746,0.0,1
0.0,0.47078463,0.5084746,0.0,1
0.0,0.4724541,0.5084746,0.0,1
0.0,0.47412354,0.5084746,0.0,1
0.0,0.47579297,0.5084746,0.0,1
0.0,0.47746244,0.5084746,0.0,1
0.0,0.47913188,0.5084746,0.0,1
0.0,0.48080134,0.5084746,0.0,1
0.0,0.48247078,0.5084746,0.0,1
0.0,0.48414025,0.5084746,0.0,1
0.0,0.48580968,0.5084746,0.0,1
0.0,0.48747912,0.5084746,0.0,1
0.0,0.4891486,0.5762712,0.08518731,1
0.0,0.49081802,0.6779661,0.1577945,1
0.0,0.4924875,0.6779661,0.1130702,1
0.0,0.49415693,0.6779661,0.06688995,1
0.0,0.49582636,0.6101695,0.034119427,1
0.0,0.49749583,0.5084746,0.0,1
0.0,0.49916527,0.5084746,0.0,1
0.0,0.5008347,0.5084746,0.0,1
0.0,0.50250417,0.5084746,0.0,1
0.0,0.50417364,0.5084746,0.0,1
0.0,0.50584304,0.62711865,0.16605224,1
0.0,0.5075125,0.6779661,0.24378322,1
0.0,0.509182,0.5423729,0.06775216,1
0.0,0.51085144,0.66101694,0.18840136,1
0.0,0.51252085,0.6779661,0.20887955,1
0.0,0.5141903,0.42372882,0.1084411,1
0.0,0.5158598,0.33898306,0.13557352,1
0.0,0.5175292,0.33898306,0.22059345,1
0.0,0.51919866,0.23728813,0.37873277,1
0.0,0.5208681,0.16949153,0.46319753,1
0.0,0.5225376,0.23728813,0.47768253,1
0.0,0.524207,0.16949153,0.4701506,1
0.0,0.52587646,0.16949153,0.5625775,1
0.0,0.5275459,0.13559322,0.546529,1
0.0,0.52921534,0.33898306,0.55031,1
0.0,0.5308848,0.22033899,0.62318593,1
0.0,0.53255427,0.23728813,0.7216405,1
0.0,0.53422374,0.033898305,0.6846767,1
0.0,0.53589314,0.0,0.0,0
0.0,0.5375626,0.016949153,0.683791,1
0.0,0.5392321,0.13559322,0.70363706,1
0.0,0.5409015,0.0,0.0,0
0.0,0.54257095,0.0,0.0,0
0.0,0.5442404,0.0,0.0,0
0.0,0.5459098,0.10169491,0.8782108,1
0.0,0.5475793,0.16949153,0.8432905,1
0.0,0.54924875,0.10169491,0.8314511,1
0.0,0.5509182,0.0,0.0,0
0.0,0.5525876,0.0,0.0,0
0.0,0.5542571,0.0,0.0,0
0.0,0.55592656,0.0,0.0,0
0.0,0.55759597,0.0,0.0,0
0.0,0.55926543,0.118644066,0.3163672,1
0.0,0.5609349,0.23728813,0.3643553,1
0.0,0.56260437,0.33898306,0.27568644,1
0.0,0.5642738,0.33898306,0.17502214,1
0.0,0.56594324,0.33898306,0.070449516,1
0.0,0.5676127,0.33898306,0.01966342,1
0.0,0.5692821,0.33898306,0.0058680247,1
0.0,0.5709516,0.5084746,0.1146147,1
0.0,0.57262105,0.5084746,0.05672424,1
0.0,0.57429045,0.5084746,0.04364482,1
0.0,0.5759599,0.5084746,0.013625627,1
0.0,0.5776294,0.5084746,0.0,1
0.0,0.57929885,0.5084746,0.0,1
0.0,0.58096826,0.5084746,0.0034912901,1
0.0,0.5826377,0.5084746,0.00034691466,1
0.0,0.5843072,0.5084746,0.0,1
0.0,0.5859766,0.5084746,0.0,1
0.0,0.58764607,0.5084746,0.0009890759,1
0.0,0.58931553,0.5084746,0.002849129,1
0.0,0.590985,0.5084746,0.0,1
0.0,0.5926544,0.5084746,0.0,1
0.0,0.5943239,0.59322035,0.065228395,1
0.0,0.59599334,0.6779661,0.11558348,1
0.0,0.59766275,0.6779661,0.09811227,1
0.0,0.5993322,0.6779661,0.06882197,1
0.0,0.6010017,0.6779661,0.041829053,1
0.0,0.60267115,0.6779661,0.022503322,1
0.0,0.60434055,0.6779661,0.0007307352,1
0.0,0.60601,0.6779661,0.0,1
0.0,0.6076795,0.6779661,0.0013784323,1
0.0,0.6093489,0.6779661,4.982285e-05,1
0.0,0.61101836,0.6779661,0.0,1
0.0,0.6126878,0.6779661,0.0,1
0.0,0.61435723,0.6779661,0.0,1
0.0,0.6160267,0.6779661,0.0,1
0.0,0.61769617,0.6779661,0.0,1
0.0,0.61936563,0.6779661,0.0,1
0.0,0.62103504,0.6779661,0.0,1
0.0,0.6227045,0.6779661,0.0,1
0.0,0.624374,0.6779661,0.0,1
0.0,0.6260434,0.6779661,0.0,1
0.0,0.62771285,0.6779661,0.0,1
0.0,0.6293823,0.6779661,0.0,1
0.0,0.6310518,0.6779661,0.0,1
0.0,0.6327212,0.6779661,0.0,1
0.0,0.63439065,0.6779661,0.0,1
0.0,0.6360601,0.6779661,0.0,1
0.0,0.6377295,0.6779661,0.0,1
0.0,0.639399,0.6779661,0.0,1
0.0,0.64106846,0.6779661,0.0,1
0.0,0.6427379,0.6779661,0.0,1
0.0,0.64440733,0.779661,0.058256634,1
0.0,0.6460768,0.84745765,0.08151461,1
0.0,0.64774626,0.84745765,0.07077945,1
0.0,0.6494157,0.84745765,0.050354294,1
0.0,0.65108514,0.84745765,0.031209035,1
0.0,0.6527546,0.84745765,0.0128565105,1
0.0,0.654424,0.84745765,0.012670505,1
0.0,0.6560935,0.84745765,0.009472985,1
0.0,0.65776294,0.84745765,0.002037201,1
0.0,0.6594324,0.84745765,0.002037201,1
0.0,0.6611018,0.84745765,0.002037201,1
0.0,0.6627713,0.84745765,0.002037201,1
0.0,0.66444075,0.84745765,0.002037201,1
0.0,0.66611016,0.84745765,0.002037201,1
0.0,0.6677796,0.84745765,0.011957484,1
0.0,0.6694491,0.8135593,0.098100275,1
0.0,0.67111856,0.7288136,0.11121696,1
0.0,0.67278796,0.7288136,0.17345563,1
0.0,0.67445743,0.5084746,0.14708444,1
0.0,0.6761269,0.5254237,0.34812424,1
0.0,0.6777963,0.6440678,0.38286093,1
0.0,0.6794658,0.3898305,0.36406785,1
0.0,0.68113524,0.30508474,0.40029278,1
0.0,0.6828047,0.22033899,0.49870545,1
0.0,0.6844741,0.27118644,0.48683846,1
0.0,0.6861436,0.16949153,0.5016386,1
0.0,0.68781304,0.16949153,0.57575285,1
0.0,0.68948245,0.050847456,0.6737526,1
0.0,0.6911519,0.15254237,0.51043206,1
0.0,0.6928214,0.23728813,0.5720296,1
0.0,0.6944908,0.20338982,0.60123265,1
0.0,0.69616026,0.16949153,0.6275244,1
0.0,0.6978297,0.16949153,0.7189548,1
0.0,0.6994992,0.016949153,0.8275022,1
0.0,0.7011686,0.0,0.0,0
0.0,0.70283806,0.0,0.0,0
0.0,0.7045075,0.06779661,1.0,1
0.0,0.70617694,0.16949153,1.0,1
0.0,0.7078464,0.050847456,1.0,1
0.0,0.70951587,0.084745765,0.41829053,1
0.0,0.71118534,0.16949153,0.41866696,1
0.0,0.71285474,0.16949153,0.6542516,1
0.0,0.7145242,0.23728813,0.7912343,1
0.0,0.7161937,0.16949153,0.8319752,1
0.0,0.7178631,0.016949153,0.860496,1
0.0,0.71953255,0.16949153,0.5858503,1
0.0,0.721202,0.16949153,0.46000886,1
0.0,0.7228714,0.18644068,0.2760488,1
0.0,0.7245409,0.33898306,0.28441098,1
0.0,0.72621036,0.33898306,0.23127767,1
0.0,0.7278798,0.33898306,0.13309345,1
0.0,0.7295492,0.33898306,0.066220105,1
0.0,0.7312187,0.33898306,0.06256643,1
0.0,0.73288816,0.33898306,0.019342339,1
0.0,0.73455757,0.33898306,0.00049822853,1
0.0,0.73622704,0.55932206,0.10691279,1
0.0,0.7378965,0.6779661,0.12946191,1
0.0,0.73956597,0.6779661,0.14391054,1
0.0,0.7412354,0.6779661,0.07852635,1
0.0,0.74290484,0.6779661,0.010817095,1
0.0,0.7445743,0.6779661,0.010806023,1
0.0,0.7462437,0.6779661,0.010794952,1
0.0,0.7479132,0.6779661,0.00894597,1
0.0,0.74958265,0.6779661,0.0028731178,1
0.0,0.7512521,0.6779661,0.0,1
0.0,0.7529215,0.6779661,0.0,1
0.0,0.754591,0.6779661,0.0,1
0.0,0.75626045,0.6779661,0.0,1
0.0,0.75792986,0.6779661,0.0,1
0.0,0.7595993,0.69491524,0.007258744,1
0.0,0.7612688,0.84745765,0.0595217,1
0.0,0.7629382,0.84745765,0.05951727,1
0.0,0.76460767,0.84745765,0.05870239,1
0.0,0.76627713,0.84745765,0.0058414526,1
0.0,0.7679466,0.84745765,0.0014437556,1
0.0,0.769616,0.84745765,0.0015013287,1
0.0,0.7712855,0.84745765,0.0014791851,1
0.0,0.77295494,0.84745765,0.0014614704,1
0.0,0.77462435,0.84745765,0.001465899,1
0.0,0.7762938,0.84745765,0.0026439326,1
0.0,0.7779633,0.84745765,0.0,1
0.0,0.77963275,0.84745765,0.0016873339,1
0.0,0.78130215,0.84745765,0.0016873339,1
0.0,0.7829716,0.84745765,0.0,1
0.0,0.7846411,0.84745765,0.0,1
0.0,0.7863105,0.84745765,0.0,1
0.0,0.78797996,0.84745765,0.0,1
0.0,0.7896494,0.84745765,0.0,1
0.0,0.7913189,0.84745765,0.0,1
0.0,0.7929883,0.84745765,0.0,1
0.0,0.79465777,0.84745765,0.0,1
0.0,0.79632723,0.84745765,0.0,1
0.0,0.79799664,0.84745765,0.0,1
0.0,0.7996661,0.84745765,0.0,1
0.0,0.8013356,0.84745765,0.00056687335,1
0.0,0.803005,0.84745765,0.008126661,1
0.0,0.80467445,0.84745765,0.004326838,1
0.0,0.8063439,0.84745765,0.0,1
0.0,0.8080134,0.84745765,0.0,1
0.0,0.8096828,0.84745765,0.0,1
0.0,0.81135225,0.9661017,0.0,1
0.0,0.8130217,1.0,0.003635223,1
0.0,0.8146911,1.0,0.0051040743,1
0.0,0.8163606,1.0,0.0078055803,1
0.0,0.81803006,1.0,0.001129318,1
0.0,0.8196995,1.0,0.0011366991,1
0.0,0.82136893,1.0,0.0011440803,1
0.0,0.8230384,1.0,0.0011440803,1
0.0,0.82470787,1.0,0.0011588426,1
0.0,0.8263773,1.0,0.005310747,1
0.0,0.82804674,1.0,0.0043696486,1
0.0,0.8297162,1.0,0.00989814,1
0.0,0.8313857,0.9491525,0.037422497,1
0.0,0.8330551,0.84745765,0.0025553587,1
0.0,0.83472455,0.9830508,0.061360374,1
0.0,0.836394,0.89830506,0.14458445,1
0.0,0.8380634,0.779661,0.20077406,1
0.0,0.8397329,0.6779661,0.25510406,1
0.0,0.84140235,0.5762712,0.34995833,1
0.0,0.84307176,0.6779661,0.42770705,1
0.0,0.8447412,0.66101694,0.4544923,1
0.0,0.8464107,0.6440678,0.48578155,1
0.0,0.84808016,0.5423729,0.5755716,1
0.0,0.84974957,0.5762712,0.5742849,1
0.0,0.85141903,0.44067797,0.57883936,1
0.0,0.8530885,0.5084746,0.6829495,1
0.0,0.8547579,0.33898306,0.7294951,1
0.0,0.8564274,0.33898306,0.6948959,1
0.0,0.85809684,0.20338982,0.5714866,1
0.0,0.8597663,0.2881356,0.5593967,1
0.0,0.8614357,0.33898306,0.57482284,1
0.0,0.8631052,0.27118644,0.5243163,1
0.0,0.86477464,0.18644068,0.6240639,1
0.0,0.86644405,0.20338982,0.70728153,1
0.0,0.8681135,0.23728813,0.6904815,1
0.0,0.869783,0.16949153,0.48547387,1
0.0,0.8714524,0.22033899,0.5112761,1
0.0,0.87312186,0.2542373,0.4612489,1
0.0,0.8747913,0.45762712,0.48577896,1
0.0,0.8764608,0.4915254,0.40363002,1
0.0,0.8781302,0.5084746,0.19228669,1
0.0,0.87979966,0.5084746,0.10702687,1
0.0,0.88146913,0.5254237,0.05520158,1
0.0,0.88313854,0.6779661,0.010529229,1
0.0,0.884808,0.6779661,0.005928919,1
0.0,0.8864775,0.6779661,0.005928919,1
0.0,0.88814694,0.7627119,0.10068891,1
0.0,0.88981634,0.7627119,0.105909854,1
0.0,0.8914858,0.6779661,0.0059344554,1
0.0,0.8931553,0.6779661,0.007379318,1
0.0,0.8948247,0.5084746,0.0073959255,1
0.0,0.89649415,0.5084746,0.0,1
0.0,0.8981636,0.5084746,0.0,1
0.0,0.8998331,0.5084746,0.0,1
0.0,0.9015025,0.5084746,0.0,1
0.0,0.90317196,0.5084746,0.0,1
0.0,0.9048414,0.5084746,0.0,1
0.0,0.90651083,0.5084746,0.0,1
0.0,0.9081803,0.5084746,0.0,1
0.0,0.90984976,0.6101695,0.03332595,1
0.0,0.91151917,0.6779661,0.04998893,1
0.0,0.91318864,0.6779661,0.04998893,1
0.0,0.9148581,0.6779661,0.04998893,1
0.0,0.91652757,0.6779661,0.04998893,1
0.0,0.918197,0.6779661,0.04998893,1
0.0,0.91986644,0.6779661,0.04998893,1
0.0,0.9215359,0.7288136,0.056048777,1
0.0,0.9232053,0.84745765,0.037028342,1
0.0,0.9248748,0.84745765,0.033259522,1
0.0,0.92654425,0.84745765,0.033250663,1
0.0,0.9282137,0.84745765,0.013498671,1
0.0,0.9298831,0.84745765,0.0,1
0.0,0.9315526,0.84745765,0.0,1
0.0,0.93322206,0.84745765,0.0,1
0.0,0.93489146,0.84745765,0.002271922,1
0.0,0.9365609,0.84745765,0.0027457927,1
0.0,0.9382304,0.84745765,0.0016784766,1
0.0,0.93989986,0.84745765,0.00073516386,1
0.0,0.94156927,0.84745765,0.0026350752,1
0.0,0.94323874,0.84745765,0.015079716,1
0.0,0.9449082,0.84745765,0.0021744906,1
0.0,0.9465776,0.84745765,0.0017360497,1
0.0,0.9482471,0.84745765,0.001744907,1
0.0,0.94991654,0.84745765,0.0017493357,1
0.0,0.95158595,0.84745765,0.006953056,1
0.0,0.9532554,0.84745765,0.002037201,1
0.0,0.9549249,0.84745765,0.001744907,1
0.0,0.95659435,0.84745765,0.0017404783,1
0.0,0.95826375,0.84745765,0.0017316209,1
0.0,0.9599332,0.84745765,0.0015899026,1
0.0,0.9616027,0.84745765,0.000469442,1
0.0,0.9632721,0.84745765,0.0004428698,1
0.0,0.96494156,0.84745765,0.0004428698,1
0.0,0.966611,0.84745765,0.0004428698,1
0.0,0.9682805,0.84745765,0.000425155,1
0.0,0.9699499,0.84745765,0.0004428698,1
0.0,0.97161937,0.84745765,0.0004428698,1
0.0,0.97328883,0.84745765,0.0004428698,1
0.0,0.97495824,0.84745765,0.0004428698,1
0.0,0.9766277,0.84745765,0.00030558015,1
0.0,0.9782972,0.84745765,0.00025243577,1
0.0,0.97996664,0.9491525,0.047197267,1
0.0,0.98163605,1.0,0.061695453,1
0.0,0.9833055,1.0,0.045150574,1
0.0,0.984975,1.0,0.019346029,1
0.0,0.9866444,1.0,0.0190434,1
0.0,0.98831385,1.0,0.03656259,1
0.0,0.9899833,1.0,0.06071745,1
